-100	0	0
-100	0	0
-100	0	0
-6.64382	0.986023	0.18719
-1.73086	0.952072	0.2863
1.80166	0.963299	0.333521
3.67334	0.953328	0.41287
3.40711	0.959509	0.411363
1.74243	0.945398	0.321518
-1.14161	0.954743	0.372999
-4.08661	0.947924	0.338724
-11.1532	0.93439	0.258717
-23.0549	0.429214	0.165163
-100	0	0
-14.6082	0.467283	0.019823
-10.3478	0.724958	0.0463836
-6.01431	0.788566	0.140327
-3.73522	0.92495	0.372318
-1.87994	0.95218	0.403001
-3.04642	0.949136	0.415
-4.3223	0.950288	0.4197
-2.73381	0.952158	0.489387
-0.313458	0.947958	0.49227
0.977703	0.942775	0.529889
0.171991	0.94727	0.454522
0.284906	0.943747	0.448243
-0.664076	0.958925	0.448632
-3.3398	0.947313	0.347203
-7.14457	0.95271	0.279453
-19.23	0.930786	0
-100	0	0
-100	0	0
-100	0	0
-30.1784	0.260966	0
-15.5016	0.942086	0.00429274
-11.0064	0.916266	0.0502188
-6.55453	0.9413	0.264392
-1.69212	0.956591	0.323552
0.737516	0.963864	0.426529
2.1514	0.962375	0.408811
2.43795	0.958881	0.374755
-0.411576	0.959065	0.296123
-2.62632	0.963555	0.181304
-10.633	0.95206	0.223349
-14.5071	0.958421	0.0415515
-24.4717	0.780006	0.0326232
-27.2982	0.659087	0.0308046
-100	0	0
-21.8567	0.787935	0.787935
-19.1992	0.914595	0.165077
-13.262	0.922808	0.132162
-4.86141	0.961432	0.0670812
-2.85102	0.960346	0.256987
-0.690008	0.966455	0.312702
-1.2262	0.96774	0.329913
-3.73255	0.9572	0.314747
-8.33165	0.95654	0.23391
-11.5294	0.889266	0.117816
-18.8484	0.814538	0
-49.1407	0	0
-36.0224	0	0
-100	0	0
-27.939	0.596111	0.596111
-14.1268	0.552493	0.0773451
-2.77487	0.898314	0.101938
-4.63025	0.962494	0.184182
-1.16784	0.981015	0.11733
-9.40263	0.921963	0.096027
-9.31667	0.93685	0.107063
-6.25746	0.951337	0.222001
-3.12737	0.968248	0.312139
-0.0875817	0.963493	0.1892
-1.78859	0.957294	0.289146
-2.17487	0.957648	0.226855
-0.2619	0.952564	0.125126
-2.17205	0.954047	0.148388
-5.45005	0.943157	0.206896
-6.7594	0.957695	0.178268
-8.03822	0.952828	0.196211
-14.9732	0.934774	0.250596
-14.1572	0.920622	0.178251
-19.1886	0.883272	0.277226
-17.8273	0.934614	0.147902
-17.5546	0.913435	0.145627
-19.6409	0.816375	0.127217
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
