-100	0	0
-100	0	0
-100	0	0
-22.3594	0.742526	0.742526
-9.6593	0.713165	0.168401
-6.14047	0.652258	0.294125
-4.17992	0.561675	0.396466
-4.04537	0.520622	0.411673
-6.17713	0.532759	0.331109
-8.94602	0.591711	0.381408
-11.4043	0.639464	0.311242
-18.774	0.729888	0.21243
-35.0105	0	0
-100	0	0
-100	0	0
-19.9412	0.0936679	0.105801
-19.6782	0.0182635	0.087879
-12.4057	0.741396	0.303382
-8.56813	0.71162	0.38737
-10.906	0.601498	0.3748
-14.1661	0.597081	0.369576
-10.9663	0.51829	0.415393
-8.14682	0.412306	0.437881
-6.71633	0.331725	0.477394
-7.75972	0.37658	0.346109
-7.53952	0.405978	0.434926
-8.16316	0.490553	0.302256
-10.3349	0.595363	0.319421
-14.6696	0.74618	0.24619
-25.8329	0.724197	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-19.6407	0.895049	0.012076
-19.4006	0.788897	0.0722889
-18.3764	0.508753	0.0856477
-11.6785	0.498646	0.270621
-7.51933	0.383843	0.279016
-6.47986	0.385479	0.292533
-6.57698	0.369282	0.319259
-7.35148	0.350811	0.32105
-10.2746	0.35741	0.151583
-17.2864	0.43769	0.158692
-21.8017	0.648216	0.0642045
-30.8276	0.345756	0
-36.5713	0	0
-100	0	0
-100	0	0
-36.1767	0.409078	0
-23.8086	0.482586	0.0823108
-9.69454	0.323978	0.0783233
-11.4596	0.428911	0.335475
-8.57927	0.373264	0.252584
-9.26473	0.423146	0.223731
-11.5517	0.602161	0.286187
-14.9537	0.681961	0.280731
-19.0654	0.342839	0.16227
-26.7852	0.796746	0.796746
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-24.2086	-0.459184	0.103399
-12.1808	0.809619	0.0937458
-10.3213	0.892639	0.146554
-8.20796	0.865389	0.0922226
-18.6064	0.668343	0.0758579
-15.3246	0.539864	0.207209
-12.0668	0.540753	0.270841
-13.0769	0.572795	0.393598
-9.21186	0.418139	0.285714
-7.48854	0.327676	0.249411
-12.2257	0.304119	0.414422
-7.85424	0.309693	0.203705
-11.8889	0.336425	0.343317
-11.0786	0.337301	0.199138
-15.3107	0.334257	0.406879
-14.8963	0.409222	0.192255
-23.4445	0.538709	0.339358
-23.9141	0.593939	0.276938
-24.5528	0.313015	0.234198
-27.1375	0.415876	0.362192
-24.0442	0.32932	0.193294
-27.561	0.196234	0.0881408
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
