-100	0	0
-100	0	0
-100	0	0
-15.3066	0.976026	0
-2.67843	0.983676	0.168002
0.855088	0.979597	0.308777
2.78596	0.957382	0.38921
2.91566	0.957006	0.39221
0.879225	0.942855	0.3335
-1.6218	0.951723	0.363699
-4.23049	0.955478	0.310665
-11.3441	0.919861	0.213112
-23.5099	0.431166	0.157697
-100	0	0
-100	0	0
-8.9521	0.726603	0.137656
-8.22998	0.711733	0.183191
-4.96335	0.917685	0.270079
-1.33566	0.952922	0.38066
-3.79597	0.947762	0.365958
-6.99758	0.949151	0.37686
-3.78099	0.95322	0.409308
-1.01968	0.946495	0.426146
0.40629	0.942365	0.468242
-0.655357	0.949523	0.347138
-0.335505	0.947442	0.437541
-1.03692	0.959359	0.41757
-3.27898	0.944957	0.307614
-7.43177	0.952612	0.241244
-19.3437	0.933108	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-12.4956	0.981632	0.0248115
-11.409	0.902958	0.0611935
-10.8056	0.910549	0.0779017
-4.52161	0.958061	0.266687
-0.528925	0.961608	0.313156
0.56114	0.961638	0.33088
0.523684	0.958888	0.344278
-0.264119	0.959191	0.327715
-3.24921	0.962334	0.149211
-10.309	0.952162	0.189272
-14.8321	0.955303	0.0504086
-24.5054	0.824798	0
-27.3696	0.650355	0
-100	0	0
-100	0	0
-29.1112	0.851563	0
-16.6062	0.88551	0.124098
-2.4839	0.956203	0.0806229
-4.36343	0.959613	0.357532
-1.55956	0.965981	0.249903
-2.24899	0.967563	0.262288
-4.51768	0.975273	0.29688
-7.82651	0.952517	0.267773
-12.0532	0.8781	0.135433
-18.8824	0.816949	0
-42.3852	0	0
-36.0919	0	0
-100	0	0
-100	0	0
-11.293	0.672507	0.0584015
-3.85059	0.889979	0.0917976
-3.17859	0.973986	0.138436
-1.23376	0.981759	0.0921912
-11.3166	0.924069	0.048531
-8.19166	0.947915	0.208689
-5.10393	0.961955	0.271238
-5.97554	0.968132	0.420283
-2.21557	0.964832	0.304865
-0.458869	0.959144	0.291119
-5.15231	0.95296	0.427634
-0.816855	0.95501	0.197346
-4.81635	0.956819	0.369678
-4.05117	0.950276	0.202048
-8.26209	0.956583	0.421703
-7.84469	0.956043	0.205004
-16.2827	0.912487	0.305074
-16.9884	0.91385	0.288899
-17.7136	0.908762	0.247952
-20.3735	0.929741	0.373729
-16.9786	0.920287	0.175267
-19.8518	0.818025	0.101524
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
